25.3.15,fnatic,TSM,inferno,14:16
25.3.15,EnVyUs,NiP,mirage,12:16
25.3.15,Titan,EnVyUs,cache,16:11
25.3.15,NiP,Virtus.pro,mirage,16:7
25.3.15,Natus Vincere,fnatic,cache,3:16
25.3.15,Natus Vincere,fnatic,mirage,13:16
25.3.15,fnatic,Natus Vincere,inferno,12:16
25.3.15,SKDC,Cloud9,dust2,5:16
25.3.15,Mythic,Liquid,mirage,3:16
25.3.15,eLevate,CLG,dust2,21:19
24.3.15,Property,FlipSid3,nuke,16:11
24.3.15,FlipSid3,Property,cache,16:21
24.3.15,PENTA,dignitas,mirage,11:16
24.3.15,fnatic,TSM,cache,11:16
24.3.15,fnatic,TSM,dust2,7:16
24.3.15,dignitas,PENTA,dust2,6:16
24.3.15,Natus Vincere,FlipSid3,inferno,16:3
24.3.15,Natus Vincere,FlipSid3,mirage,16:8
23.3.15,FlipSid3,fnatic,cache,10:16
23.3.15,fnatic,FlipSid3,mirage,16:5
23.3.15,FlipSid3,fnatic,inferno,16:6
23.3.15,Natus Vincere,TSM,dust2,12:16
23.3.15,Natus Vincere,TSM,inferno,4:16
22.3.15,NiP,EnVyUs,cobblestone,9:16
22.3.15,NiP,EnVyUs,dust2,11:16
22.3.15,NiP,EnVyUs,cache,5:16
22.3.15,EnVyUs,NiP,inferno,14:16
22.3.15,Virtus.pro,Cloud9,inferno,16:3
22.3.15,Cloud9,Virtus.pro,nuke,13:16
22.3.15,Cloud9,EnVyUs,cache,10:16
22.3.15,Cloud9,EnVyUs,cobblestone,8:16
22.3.15,Virtus.pro,NiP,inferno,12:16
22.3.15,NiP,Virtus.pro,mirage,7:16
22.3.15,Virtus.pro,NiP,nuke,10:16
22.3.15,Immunity,TRIDENT,dust2,16:11
22.3.15,AVANT GARDE,Streamline,cache,8:16
22.3.15,Vox Eminor,The Chiefs,mirage,5:16
21.3.15,Cloud9,Orbit,cache,16:5
21.3.15,Cloud9,Orbit,nuke,16:10
21.3.15,Cloud9,Virtus.pro,inferno,5:16
21.3.15,NiP,Property,mirage,16:10
21.3.15,NiP,Property,inferno,16:13
21.3.15,NiP,Property,cache,13:16
21.3.15,Virtus.pro,Cloud9,nuke,16:8
21.3.15,Cloud9,Virtus.pro,cobblestone,16:9
21.3.15,Infused,Orbit,inferno,9:16
21.3.15,Infused,Orbit,cache,7:16
21.3.15,NiP,EnVyUs,dust2,9:16
21.3.15,NiP,EnVyUs,inferno,6:16
21.3.15,Gamers2,Property,cache,10:16
21.3.15,Property,Gamers2,mirage,16:11
21.3.15,Orbit,Cloud9,cobblestone,5:16
21.3.15,Cloud9,Orbit,inferno,16:9
21.3.15,Cloud9,Orbit,cache,17:19
21.3.15,Property,EnVyUs,cache,0:16
21.3.15,EnVyUs,Property,dust2,16:11
20.3.15,Infused,Virtus.pro,inferno,10:16
20.3.15,Infused,Virtus.pro,cache,10:16
20.3.15,NiP,Gamers2,nuke,16:8
20.3.15,NiP,Gamers2,cobblestone,16:5
20.3.15,Mythic,CLG,mirage,13:16
20.3.15,eLevate,SKDC,nuke,16:13
18.3.15,NiP,EnVyUs,inferno,21:26
18.3.15,NiP,EnVyUs,mirage,5:16
18.3.15,Virtus.pro,EnVyUs,overpass,9:16
18.3.15,Virtus.pro,EnVyUs,inferno,10:16
18.3.15,EnVyUs,Virtus.pro,mirage,10:16
18.3.15,NiP,TSM,nuke,16:12
18.3.15,EnVyUs,PENTA,mirage,16:8
18.3.15,PENTA,EnVyUs,inferno,21:18
18.3.15,PENTA,EnVyUs,dust2,14:16
18.3.15,NiP,Virtus.pro,inferno,16:4
18.3.15,NiP,Virtus.pro,mirage,16:14
17.3.15,NiP,PENTA,dust2,16:10
17.3.15,PENTA,NiP,nuke,13:16
17.3.15,Virtus.pro,EnVyUs,cache,5:16
15.3.15,NiP,fnatic,inferno,13:16
15.3.15,fnatic,NiP,cache,10:16
15.3.15,NiP,fnatic,dust2,14:16
14.3.15,NiP,EnVyUs,dust2,16:10
14.3.15,NiP,EnVyUs,cache,16:9
14.3.15,fnatic,Virtus.pro,mirage,16:8
14.3.15,Virtus.pro,fnatic,cobblestone,17:19
14.3.15,NiP,TSM,nuke,16:12
14.3.15,TSM,NiP,inferno,16:4
14.3.15,NiP,TSM,dust2,16:8
13.3.15,Virtus.pro,Keyd Stars,nuke,16:1
13.3.15,Virtus.pro,Keyd Stars,overpass,17:19
13.3.15,Virtus.pro,Keyd Stars,mirage,16:4
13.3.15,fnatic,PENTA,cache,16:7
13.3.15,fnatic,PENTA,inferno,16:8
13.3.15,EnVyUs,Natus Vincere,cobblestone,16:3
13.3.15,Natus Vincere,EnVyUs,dust2,16:14
13.3.15,EnVyUs,Natus Vincere,cache,16:12
12.3.15,Cloud9,TSM,overpass,8:16
12.3.15,Virtus.pro,Cloud9,inferno,16:11
12.3.15,CLG,Keyd Stars,dust2,8:16
12.3.15,3DMAX,TSM,nuke,10:16
12.3.15,CLG,NiP,mirage,7:16
12.3.15,HellRaisers,Keyd Stars,inferno,12:16
12.3.15,TSM,Cloud9,nuke,14:16
12.3.15,Virtus.pro,3DMAX,overpass,16:5
12.3.15,NiP,Keyd Stars,inferno,16:9
12.3.15,Natus Vincere,Vox Eminor,inferno,16:3
12.3.15,HellRaisers,CLG,nuke,14:16
12.3.15,PENTA,LGB,dust2,16:12
12.3.15,Natus Vincere,fnatic,cobblestone,7:16
12.3.15,FlipSid3,Vox Eminor,cache,2:16
12.3.15,Titan,PENTA,cache,4:16
12.3.15,Titan,EnVyUs,cobblestone,14:16
12.3.15,EnVyUs,LGB,cache,16:8
